"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2013","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","WHEAT","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","74",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - WATER APPLIED, MEASURED IN ACRE FEET / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","1.6",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - WATER APPLIED, MEASURED IN ACRE FEET / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","1.8",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - WATER APPLIED, MEASURED IN ACRE FEET / ACRE","TOTAL","NOT SPECIFIED","1.8",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","118",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","111",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","111",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","WHEAT","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","55",""
"CENSUS","2013","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - WATER APPLIED, MEASURED IN ACRE FEET / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","0.4",""
"CENSUS","2013","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - WATER APPLIED, MEASURED IN ACRE FEET / ACRE","TOTAL","NOT SPECIFIED","0.4",""
"CENSUS","2013","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","67",""
"CENSUS","2013","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","67",""
"CENSUS","2013","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","WHEAT","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","55",""
"CENSUS","2013","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - WATER APPLIED, MEASURED IN ACRE FEET / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","0.9",""
"CENSUS","2013","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - WATER APPLIED, MEASURED IN ACRE FEET / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","1.1",""
"CENSUS","2013","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - WATER APPLIED, MEASURED IN ACRE FEET / ACRE","TOTAL","NOT SPECIFIED","1.1",""
"CENSUS","2013","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","73",""
"CENSUS","2013","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","83",""
"CENSUS","2013","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","80",""
"CENSUS","2013","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","WHEAT","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","25",""
"CENSUS","2012","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","78.6","1.5"
"CENSUS","2012","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","54.5","3.3"
"CENSUS","2012","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","62.6","4.7"
"CENSUS","2012","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","78.6","1.5"
"CENSUS","2012","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","54.5","3.3"
"CENSUS","2012","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","62.6","4.7"
"CENSUS","2012","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM), IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","92.6","1.6"
"CENSUS","2012","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM), IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","101.1","13.8"
"CENSUS","2012","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","93.4","1.9"
"CENSUS","2012","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","75","20.5"
"CENSUS","2012","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","59","3.5"
"CENSUS","2012","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","55.9","5.2"
"CENSUS","2012","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","57.6","4.4"
"CENSUS","2012","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","59","3.5"
"CENSUS","2012","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","55.9","5.2"
"CENSUS","2012","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","57.6","4.4"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","95.4","0.9"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","58.1","2.4"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","76.7","2.9"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM), IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","90.7","3.3"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM), IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM), IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","92.8","1.8"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","58.5","2.4"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","81.5","3.4"
"CENSUS","2012","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","62.4","7.1"
"CENSUS","2012","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","28.8","2.1"
"CENSUS","2012","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","37.4","2.0"
"CENSUS","2012","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM), IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","96.2","1.5"
"CENSUS","2012","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM), IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","24.4","13.7"
"CENSUS","2012","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM), IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","15.4","(L)"
"CENSUS","2012","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","122.5","3.5"
"CENSUS","2012","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","56.1","8.0"
"CENSUS","2012","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","28.8","2.1"
"CENSUS","2012","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","37.5","2.0"
"CENSUS","2012","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","58.2","1.2"
"CENSUS","2012","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","78","1.1"
"CENSUS","2012","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","71.4","2.2"
"CENSUS","2012","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","75.8","4.5"
"CENSUS","2012","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","78","1.1"
"CENSUS","2012","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","71.4","2.2"
"CENSUS","2012","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","75.8","4.5"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","48.9","8.0"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44.6","3.7"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","48.9","8.0"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44.6","3.7"
"CENSUS","2012","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","56","0.9"
"CENSUS","2012","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","45.6","0.3"
"CENSUS","2012","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","52.5","0.6"
"CENSUS","2012","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","56","0.9"
"CENSUS","2012","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","45.6","0.3"
"CENSUS","2012","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","52.5","0.6"
"CENSUS","2012","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","104.1","0.9"
"CENSUS","2012","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","57.9","2.1"
"CENSUS","2012","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","61.6","8.2"
"CENSUS","2012","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM), IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","96.2","0.4"
"CENSUS","2012","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM), IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","43.5","2.3"
"CENSUS","2012","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM), IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","63.3","2.5"
"CENSUS","2012","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","86.5","3.1"
"CENSUS","2012","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","26.3","16.5"
"CENSUS","2012","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","60.9","0.8"
"CENSUS","2012","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","111.3","1.3"
"CENSUS","2012","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","62.1","3.2"
"CENSUS","2012","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","69.1","5.9"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44.3","22.9"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","62.9","0.3"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","62","1.1"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44.3","22.9"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","62.9","0.3"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","62","1.1"
"CENSUS","2012","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","66.3","2.3"
"CENSUS","2012","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","66.2","1.0"
"CENSUS","2012","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","63.4","1.0"
"CENSUS","2012","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","66.3","2.3"
"CENSUS","2012","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","66.2","1.0"
"CENSUS","2012","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","63.4","1.0"
"CENSUS","2012","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","48.4","4.6"
"CENSUS","2012","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","69.2","12.0"
"CENSUS","2012","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM), IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","38.4","1.1"
"CENSUS","2012","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","48.8","4.8"
"CENSUS","2012","YEAR","","STATE","IOWA","19","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","69.2","12.0"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","45.8","18.2"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","40","5.4"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED, PART OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","39.1","8.3"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","45.8","18.2"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","WHEAT","WHEAT, WINTER, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","40","5.4"
